Run	Start Period	Stop Period	Seed	Adult Count	Minimum Age	Agent Vision	All Output File	Coital Frequency High Days Minimum	Coital Frequency High Days Maximum	Coital Frequency Initial Modification	Coital Frequency Moderate Days Minimum	Coital Frequency Moderate Days Maximum	Coital Frequency Very Low Days Minimum	Coital Frequency Very Low Days Maximum	Condom Failure Rate	Input Data File	Lunar Days	Neighborhood Height	Neighborhood Width	Output Data	Output Period File	Output Run File	PAbortion Married Black Factor	PAbortion Married Category1 Factor	PAbortion Married Category2 Factor	PAbortion Married Category3 Factor	PAbortion Married Category4 Factor	PAbortion Married Factor Base	PAbortion Married HSFactor	PAbortion Married Hispanic Factor	PAbortion Married NHSFactor	PAbortion Married Other Factor	PAbortion Married PHSFactor	PAbortion Married White Factor	PAbortion Married15to19 Factor	PAbortion Married20to24 Factor	PAbortion Married25to29 Factor	PAbortion Married30to44 Factor	PAbortion Unmarried Black Factor	PAbortion Unmarried Category1 Factor	PAbortion Unmarried Category2 Factor	PAbortion Unmarried Category3 Factor	PAbortion Unmarried Category4 Factor	PAbortion Unmarried Factor Base	PAbortion Unmarried HSFactor	PAbortion Unmarried Hispanic Factor	PAbortion Unmarried NHSFactor	PAbortion Unmarried Other Factor	PAbortion Unmarried PHSFactor	PAbortion Unmarried White Factor	PAbortion Unmarried15to19 Factor	PAbortion Unmarried20to24 Factor	PAbortion Unmarried25to29 Factor	PAbortion Unmarried30to44 Factor	PDivorce Minimum Base	PDivorce Maximum Base	PDivorce Black Minimum	PDivorce Black Maximum	PDivorce Category1 Minimum	PDivorce Category1 Maximum	PDivorce Category2 Minimum	PDivorce Category2 Maximum	PDivorce Category3 Minimum	PDivorce Category3 Maximum	PDivorce Category4 Minimum	PDivorce Category4 Maximum	PDivorce Female Minimum	PDivorce Female Maximum	PDivorce HSMinimum	PDivorce HSMaximum	PDivorce Hispanic Minimum	PDivorce Hispanic Maximum	PDivorce Male Minimum	PDivorce Male Maximum	PDivorce NHSMinimum	PDivorce NHSMaximum	PDivorce Other Minimum	PDivorce Other Maximum	PDivorce PHSMinimum	PDivorce PHSMaximum	PDivorce White Minimum	PDivorce White Maximum	PDivorce15to19 Minimum	PDivorce15to19 Maximum	PDivorce20to24 Minimum	PDivorce20to24 Maximum	PDivorce25to29 Minimum	PDivorce25to29 Maximum	PDivorce30to44 Minimum	PDivorce30to44 Maximum	PHigh Condom Use Married Black Factor	PHigh Condom Use Married Category1 Factor	PHigh Condom Use Married Category2 Factor	PHigh Condom Use Married Category3 Factor	PHigh Condom Use Married Category4 Factor	PHigh Condom Use Married Factor Base	PHigh Condom Use Married HSFactor	PHigh Condom Use Married Hispanic Factor	PHigh Condom Use Married NHSFactor	PHigh Condom Use Married Other Factor	PHigh Condom Use Married PHSFactor	PHigh Condom Use Married White Factor	PHigh Condom Use Married15to19 Factor	PHigh Condom Use Married20to24 Factor	PHigh Condom Use Married25to29 Factor	PHigh Condom Use Married30to44 Factor	PHigh Condom Use Unmarried Black Factor	PHigh Condom Use Unmarried Category1 Factor	PHigh Condom Use Unmarried Category2 Factor	PHigh Condom Use Unmarried Category3 Factor	PHigh Condom Use Unmarried Category4 Factor	PHigh Condom Use Unmarried Factor Base	PHigh Condom Use Unmarried HSFactor	PHigh Condom Use Unmarried Hispanic Factor	PHigh Condom Use Unmarried NHSFactor	PHigh Condom Use Unmarried Other Factor	PHigh Condom Use Unmarried PHSFactor	PHigh Condom Use Unmarried White Factor	PHigh Condom Use Unmarried15to19 Factor	PHigh Condom Use Unmarried20to24 Factor	PHigh Condom Use Unmarried25to29 Factor	PHigh Condom Use Unmarried30to44 Factor	PMarriage Minimum Base	PMarriage Maximum Base	PMarriage Black Minimum	PMarriage Black Maximum	PMarriage Category1 Minimum	PMarriage Category1 Maximum	PMarriage Category2 Minimum	PMarriage Category2 Maximum	PMarriage Category3 Minimum	PMarriage Category3 Maximum	PMarriage Category4 Minimum	PMarriage Category4 Maximum	PMarriage Female Minimum	PMarriage Female Maximum	PMarriage HSMinimum	PMarriage HSMaximum	PMarriage Hispanic Minimum	PMarriage Hispanic Maximum	PMarriage Male Minimum	PMarriage Male Maximum	PMarriage NHSMinimum	PMarriage NHSMaximum	PMarriage Other Minimum	PMarriage Other Maximum	PMarriage PHSMinimum	PMarriage PHSMaximum	PMarriage White Minimum	PMarriage White Maximum	PMarriage15to19 Minimum	PMarriage15to19 Maximum	PMarriage20to24 Minimum	PMarriage20to24 Maximum	PMarriage25to29 Minimum	PMarriage25to29 Maximum	PMarriage30to44 Minimum	PMarriage30to44 Maximum	PMedium Condom Use Married Black Factor	PMedium Condom Use Married Category1 Factor	PMedium Condom Use Married Category2 Factor	PMedium Condom Use Married Category3 Factor	PMedium Condom Use Married Category4 Factor	PMedium Condom Use Married Factor Base	PMedium Condom Use Married HSFactor	PMedium Condom Use Married Hispanic Factor	PMedium Condom Use Married NHSFactor	PMedium Condom Use Married Other Factor	PMedium Condom Use Married PHSFactor	PMedium Condom Use Married White Factor	PMedium Condom Use Married15to19 Factor	PMedium Condom Use Married20to24 Factor	PMedium Condom Use Married25to29 Factor	PMedium Condom Use Married30to44 Factor	PMedium Condom Use Unmarried Black Factor	PMedium Condom Use Unmarried Category1 Factor	PMedium Condom Use Unmarried Category2 Factor	PMedium Condom Use Unmarried Category3 Factor	PMedium Condom Use Unmarried Category4 Factor	PMedium Condom Use Unmarried Factor Base	PMedium Condom Use Unmarried HSFactor	PMedium Condom Use Unmarried Hispanic Factor	PMedium Condom Use Unmarried NHSFactor	PMedium Condom Use Unmarried Other Factor	PMedium Condom Use Unmarried PHSFactor	PMedium Condom Use Unmarried White Factor	PMedium Condom Use Unmarried15to19 Factor	PMedium Condom Use Unmarried20to24 Factor	PMedium Condom Use Unmarried25to29 Factor	PMedium Condom Use Unmarried30to44 Factor	PMiscarriage Married Black Factor	PMiscarriage Married Category1 Factor	PMiscarriage Married Category2 Factor	PMiscarriage Married Category3 Factor	PMiscarriage Married Category4 Factor	PMiscarriage Married Factor Base	PMiscarriage Married HSFactor	PMiscarriage Married Hispanic Factor	PMiscarriage Married NHSFactor	PMiscarriage Married Other Factor	PMiscarriage Married PHSFactor	PMiscarriage Married White Factor	PMiscarriage Married15to19 Factor	PMiscarriage Married20to24 Factor	PMiscarriage Married25to29 Factor	PMiscarriage Married30to44 Factor	PMiscarriage Unmarried Black Factor	PMiscarriage Unmarried Category1 Factor	PMiscarriage Unmarried Category2 Factor	PMiscarriage Unmarried Category3 Factor	PMiscarriage Unmarried Category4 Factor	PMiscarriage Unmarried Factor Base	PMiscarriage Unmarried HSFactor	PMiscarriage Unmarried Hispanic Factor	PMiscarriage Unmarried NHSFactor	PMiscarriage Unmarried Other Factor	PMiscarriage Unmarried PHSFactor	PMiscarriage Unmarried White Factor	PMiscarriage Unmarried15to19 Factor	PMiscarriage Unmarried20to24 Factor	PMiscarriage Unmarried25to29 Factor	PMiscarriage Unmarried30to44 Factor	PPill Use Married Black Factor	PPill Use Married Category1 Factor	PPill Use Married Category2 Factor	PPill Use Married Category3 Factor	PPill Use Married Category4 Factor	PPill Use Married Factor Base	PPill Use Married HSFactor	PPill Use Married Hispanic Factor	PPill Use Married NHSFactor	PPill Use Married Other Factor	PPill Use Married PHSFactor	PPill Use Married White Factor	PPill Use Married15to19 Factor	PPill Use Married20to24 Factor	PPill Use Married25to29 Factor	PPill Use Married30to44 Factor	PPill Use Unmarried Black Factor	PPill Use Unmarried Category1 Factor	PPill Use Unmarried Category2 Factor	PPill Use Unmarried Category3 Factor	PPill Use Unmarried Category4 Factor	PPill Use Unmarried Factor Base	PPill Use Unmarried HSFactor	PPill Use Unmarried Hispanic Factor	PPill Use Unmarried NHSFactor	PPill Use Unmarried Other Factor	PPill Use Unmarried PHSFactor	PPill Use Unmarried White Factor	PPill Use Unmarried15to19 Factor	PPill Use Unmarried20to24 Factor	PPill Use Unmarried25to29 Factor	PPill Use Unmarried30to44 Factor	PPoor Birth Married Black Factor	PPoor Birth Married Category1 Factor	PPoor Birth Married Category2 Factor	PPoor Birth Married Category3 Factor	PPoor Birth Married Category4 Factor	PPoor Birth Married Factor Base	PPoor Birth Married HSFactor	PPoor Birth Married Hispanic Factor	PPoor Birth Married NHSFactor	PPoor Birth Married Other Factor	PPoor Birth Married PHSFactor	PPoor Birth Married White Factor	PPoor Birth Married15to19 Factor	PPoor Birth Married20to24 Factor	PPoor Birth Married25to29 Factor	PPoor Birth Married30to44 Factor	PPoor Birth Unmarried Black Factor	PPoor Birth Unmarried Category1 Factor	PPoor Birth Unmarried Category2 Factor	PPoor Birth Unmarried Category3 Factor	PPoor Birth Unmarried Category4 Factor	PPoor Birth Unmarried Factor Base	PPoor Birth Unmarried HSFactor	PPoor Birth Unmarried Hispanic Factor	PPoor Birth Unmarried NHSFactor	PPoor Birth Unmarried Other Factor	PPoor Birth Unmarried PHSFactor	PPoor Birth Unmarried White Factor	PPoor Birth Unmarried15to19 Factor	PPoor Birth Unmarried20to24 Factor	PPoor Birth Unmarried25to29 Factor	PPoor Birth Unmarried30to44 Factor	PRelationship Begin Minimum	PRelationship Begin Maximum	PRelationship End Minimum	PRelationship End Maximum	PSex Moderate Married Black Factor	PSex Moderate Married Category1 Factor	PSex Moderate Married Category2 Factor	PSex Moderate Married Category3 Factor	PSex Moderate Married Category4 Factor	PSex Moderate Married Factor Base	PSex Moderate Married Female Factor	PSex Moderate Married HSFactor	PSex Moderate Married Hispanic Factor	PSex Moderate Married Male Factor	PSex Moderate Married NHSFactor	PSex Moderate Married Other Factor	PSex Moderate Married PHSFactor	PSex Moderate Married White Factor	PSex Moderate Married15to19 Factor	PSex Moderate Married20to24 Factor	PSex Moderate Married25to29 Factor	PSex Moderate Married30to44 Factor	PSex Moderate Unmarried Black Factor	PSex Moderate Unmarried Category1 Factor	PSex Moderate Unmarried Category2 Factor	PSex Moderate Unmarried Category3 Factor	PSex Moderate Unmarried Category4 Factor	PSex Moderate Unmarried Factor Base	PSex Moderate Unmarried Female Factor	PSex Moderate Unmarried HSFactor	PSex Moderate Unmarried Hispanic Factor	PSex Moderate Unmarried Male Factor	PSex Moderate Unmarried NHSFactor	PSex Moderate Unmarried Other Factor	PSex Moderate Unmarried PHSFactor	PSex Moderate Unmarried White Factor	PSex Moderate Unmarried15to19 Factor	PSex Moderate Unmarried20to24 Factor	PSex Moderate Unmarried25to29 Factor	PSex Moderate Unmarried30to44 Factor	PSex Very Low Married Black Factor	PSex Very Low Married Category1 Factor	PSex Very Low Married Category2 Factor	PSex Very Low Married Category3 Factor	PSex Very Low Married Category4 Factor	PSex Very Low Married Factor Base	PSex Very Low Married Female Factor	PSex Very Low Married HSFactor	PSex Very Low Married Hispanic Factor	PSex Very Low Married Male Factor	PSex Very Low Married NHSFactor	PSex Very Low Married Other Factor	PSex Very Low Married PHSFactor	PSex Very Low Married White Factor	PSex Very Low Married15to19 Factor	PSex Very Low Married20to24 Factor	PSex Very Low Married25to29 Factor	PSex Very Low Married30to44 Factor	PSex Very Low Unmarried Black Factor	PSex Very Low Unmarried Category1 Factor	PSex Very Low Unmarried Category2 Factor	PSex Very Low Unmarried Category3 Factor	PSex Very Low Unmarried Category4 Factor	PSex Very Low Unmarried Factor Base	PSex Very Low Unmarried Female Factor	PSex Very Low Unmarried HSFactor	PSex Very Low Unmarried Hispanic Factor	PSex Very Low Unmarried Male Factor	PSex Very Low Unmarried NHSFactor	PSex Very Low Unmarried Other Factor	PSex Very Low Unmarried PHSFactor	PSex Very Low Unmarried White Factor	PSex Very Low Unmarried15to19 Factor	PSex Very Low Unmarried20to24 Factor	PSex Very Low Unmarried25to29 Factor	PSex Very Low Unmarried30to44 Factor	PSterilize Married Black Factor	PSterilize Married Category1 Factor	PSterilize Married Category2 Factor	PSterilize Married Category3 Factor	PSterilize Married Category4 Factor	PSterilize Married Factor Base	PSterilize Married Female Factor	PSterilize Married HSFactor	PSterilize Married Hispanic Factor	PSterilize Married Male Factor	PSterilize Married NHSFactor	PSterilize Married Other Factor	PSterilize Married PHSFactor	PSterilize Married White Factor	PSterilize Married15to19 Factor	PSterilize Married20to24 Factor	PSterilize Married25to29 Factor	PSterilize Married30to44 Factor	PSterilize Unmarried Black Factor	PSterilize Unmarried Category1 Factor	PSterilize Unmarried Category2 Factor	PSterilize Unmarried Category3 Factor	PSterilize Unmarried Category4 Factor	PSterilize Unmarried Factor Base	PSterilize Unmarried Female Factor	PSterilize Unmarried HSFactor	PSterilize Unmarried Hispanic Factor	PSterilize Unmarried Male Factor	PSterilize Unmarried NHSFactor	PSterilize Unmarried Other Factor	PSterilize Unmarried PHSFactor	PSterilize Unmarried White Factor	PSterilize Unmarried15to19 Factor	PSterilize Unmarried20to24 Factor	PSterilize Unmarried25to29 Factor	PSterilize Unmarried30to44 Factor	Pause Period	Periodsin Year	Pill Condom Failure Rate	Pill Failure Rate	Portion Rhythm Method	Pregnancy Status Adjustment Minimum Base	Pregnancy Status Adjustment Maximum Base	Pregnancy Status Adjustment Currently Pregnant Minimum	Pregnancy Status Adjustment Currently Pregnant Maximum	Pregnancy Status Adjustment Never Pregnant Minimum	Pregnancy Status Adjustment Never Pregnant Maximum	Pregnancy Status Adjustment Was Pregnant Minimum	Pregnancy Status Adjustment Was Pregnant Maximum	Random Seed	Start Period	Stop Period	Thread Count	Typical Abortion Period End	Typical Abortion Period Start	Typical Birth Period End	Typical Birth Period Start	Walk Toward Age	Write Periods	Count Adult Population	Sum Adult Population	Average Adult Population	Count Adult Female Gender	Minimum Adult Female Gender	Maximum Adult Female Gender	Sum Adult Female Gender	Average Adult Female Gender	Count Adult Male Gender	Minimum Adult Male Gender	Maximum Adult Male Gender	Sum Adult Male Gender	Average Adult Male Gender	Count Adult 15 to 19 Age Group	Minimum Adult 15 to 19 Age Group	Maximum Adult 15 to 19 Age Group	Sum Adult 15 to 19 Age Group	Average Adult 15 to 19 Age Group	Count Adult 20 to 24 Age Group	Minimum Adult 20 to 24 Age Group	Maximum Adult 20 to 24 Age Group	Sum Adult 20 to 24 Age Group	Average Adult 20 to 24 Age Group	Count Adult 25 to 29 Age Group	Minimum Adult 25 to 29 Age Group	Maximum Adult 25 to 29 Age Group	Sum Adult 25 to 29 Age Group	Average Adult 25 to 29 Age Group	Count Adult 30 to 44 Age Group	Minimum Adult 30 to 44 Age Group	Maximum Adult 30 to 44 Age Group	Sum Adult 30 to 44 Age Group	Average Adult 30 to 44 Age Group	Count Adult NHS Education	Minimum Adult NHS Education	Maximum Adult NHS Education	Sum Adult NHS Education	Average Adult NHS Education	Count Adult PHS Education	Minimum Adult PHS Education	Maximum Adult PHS Education	Sum Adult PHS Education	Average Adult PHS Education	Count Adult HS Education	Minimum Adult HS Education	Maximum Adult HS Education	Sum Adult HS Education	Average Adult HS Education	Count Adult In Relationship	Minimum Adult In Relationship	Maximum Adult In Relationship	Sum Adult In Relationship	Average Adult In Relationship	Count Adult Married Marital Status	Minimum Adult Married Marital Status	Maximum Adult Married Marital Status	Sum Adult Married Marital Status	Average Adult Married Marital Status	Count Adult Single Marital Status	Minimum Adult Single Marital Status	Maximum Adult Single Marital Status	Sum Adult Single Marital Status	Average Adult Single Marital Status	Count Adult Divorced Marital Status	Minimum Adult Divorced Marital Status	Maximum Adult Divorced Marital Status	Sum Adult Divorced Marital Status	Average Adult Divorced Marital Status	Count Adult Pregnant	Minimum Adult Pregnant	Maximum Adult Pregnant	Sum Adult Pregnant	Average Adult Pregnant	Count Adult Never Pregnant Pregnancy Relationship Status	Minimum Adult Never Pregnant Pregnancy Relationship Status	Maximum Adult Never Pregnant Pregnancy Relationship Status	Sum Adult Never Pregnant Pregnancy Relationship Status	Average Adult Never Pregnant Pregnancy Relationship Status	Count Adult Currently Pregnant Pregnancy Relationship Status	Minimum Adult Currently Pregnant Pregnancy Relationship Status	Maximum Adult Currently Pregnant Pregnancy Relationship Status	Sum Adult Currently Pregnant Pregnancy Relationship Status	Average Adult Currently Pregnant Pregnancy Relationship Status	Count Adult Was Pregnant Pregnancy Relationship Status	Minimum Adult Was Pregnant Pregnancy Relationship Status	Maximum Adult Was Pregnant Pregnancy Relationship Status	Sum Adult Was Pregnant Pregnancy Relationship Status	Average Adult Was Pregnant Pregnancy Relationship Status	Count Adult None Contraception Method	Minimum Adult None Contraception Method	Maximum Adult None Contraception Method	Sum Adult None Contraception Method	Average Adult None Contraception Method	Count Adult Sterilized Contraception Method	Minimum Adult Sterilized Contraception Method	Maximum Adult Sterilized Contraception Method	Sum Adult Sterilized Contraception Method	Average Adult Sterilized Contraception Method	Count Adult Pill Contraception Method	Minimum Adult Pill Contraception Method	Maximum Adult Pill Contraception Method	Sum Adult Pill Contraception Method	Average Adult Pill Contraception Method	Count Adult Condom Medium Intender Contraception Method	Minimum Adult Condom Medium Intender Contraception Method	Maximum Adult Condom Medium Intender Contraception Method	Sum Adult Condom Medium Intender Contraception Method	Average Adult Condom Medium Intender Contraception Method	Count Adult Condom High Intender Contraception Method	Minimum Adult Condom High Intender Contraception Method	Maximum Adult Condom High Intender Contraception Method	Sum Adult Condom High Intender Contraception Method	Average Adult Condom High Intender Contraception Method	Count Adult P Sex	Minimum Adult P Sex	Maximum Adult P Sex	Sum Adult P Sex	Average Adult P Sex	Count Adult P Sex Initial	Minimum Adult P Sex Initial	Maximum Adult P Sex Initial	Sum Adult P Sex Initial	Average Adult P Sex Initial	Count Adult Sex Count in Lifetime	Minimum Adult Sex Count in Lifetime	Maximum Adult Sex Count in Lifetime	Sum Adult Sex Count in Lifetime	Average Adult Sex Count in Lifetime	Count Adult Days in Current Relationship	Minimum Adult Days in Current Relationship	Maximum Adult Days in Current Relationship	Sum Adult Days in Current Relationship	Average Adult Days in Current Relationship	Count Adult Sex Partners in Lifetime	Minimum Adult Sex Partners in Lifetime	Maximum Adult Sex Partners in Lifetime	Sum Adult Sex Partners in Lifetime	Average Adult Sex Partners in Lifetime	Count Adult Pregnancies in Lifetime	Minimum Adult Pregnancies in Lifetime	Maximum Adult Pregnancies in Lifetime	Sum Adult Pregnancies in Lifetime	Average Adult Pregnancies in Lifetime	Count Adult Births in Lifetime	Minimum Adult Births in Lifetime	Maximum Adult Births in Lifetime	Sum Adult Births in Lifetime	Average Adult Births in Lifetime	Count Adult Abortions in Lifetime	Minimum Adult Abortions in Lifetime	Maximum Adult Abortions in Lifetime	Sum Adult Abortions in Lifetime	Average Adult Abortions in Lifetime	Count Adult Miscarriages in Lifetime	Minimum Adult Miscarriages in Lifetime	Maximum Adult Miscarriages in Lifetime	Sum Adult Miscarriages in Lifetime	Average Adult Miscarriages in Lifetime	Count Adult Poor Births in Lifetime	Minimum Adult Poor Births in Lifetime	Maximum Adult Poor Births in Lifetime	Sum Adult Poor Births in Lifetime	Average Adult Poor Births in Lifetime	Count Adult Other Race	Minimum Adult Other Race	Maximum Adult Other Race	Sum Adult Other Race	Average Adult Other Race	Count Adult Black Race	Minimum Adult Black Race	Maximum Adult Black Race	Sum Adult Black Race	Average Adult Black Race	Count Adult Hispanic Race	Minimum Adult Hispanic Race	Maximum Adult Hispanic Race	Sum Adult Hispanic Race	Average Adult Hispanic Race	Count Adult White Race	Minimum Adult White Race	Maximum Adult White Race	Sum Adult White Race	Average Adult White Race	Count Adult Category 1 SES	Minimum Adult Category 1 SES	Maximum Adult Category 1 SES	Sum Adult Category 1 SES	Average Adult Category 1 SES	Count Adult Category 3 SES	Minimum Adult Category 3 SES	Maximum Adult Category 3 SES	Sum Adult Category 3 SES	Average Adult Category 3 SES	Count Adult Category 2 SES	Minimum Adult Category 2 SES	Maximum Adult Category 2 SES	Sum Adult Category 2 SES	Average Adult Category 2 SES	Count Adult Category 4 SES	Minimum Adult Category 4 SES	Maximum Adult Category 4 SES	Sum Adult Category 4 SES	Average Adult Category 4 SES	Count Adult Very Low Frequency Coital Behavior Type	Minimum Adult Very Low Frequency Coital Behavior Type	Maximum Adult Very Low Frequency Coital Behavior Type	Sum Adult Very Low Frequency Coital Behavior Type	Average Adult Very Low Frequency Coital Behavior Type	Count Adult High Frequency Coital Behavior Type	Minimum Adult High Frequency Coital Behavior Type	Maximum Adult High Frequency Coital Behavior Type	Sum Adult High Frequency Coital Behavior Type	Average Adult High Frequency Coital Behavior Type	Count Adult Moderate Frequency Coital Behavior Type	Minimum Adult Moderate Frequency Coital Behavior Type	Maximum Adult Moderate Frequency Coital Behavior Type	Sum Adult Moderate Frequency Coital Behavior Type	Average Adult Moderate Frequency Coital Behavior Type	Count Adult Married Code	Minimum Adult Married Code	Maximum Adult Married Code	Sum Adult Married Code	Average Adult Married Code	Count Adult Unmarried Code	Minimum Adult Unmarried Code	Maximum Adult Unmarried Code	Sum Adult Unmarried Code	Average Adult Unmarried Code
1	0	1366	1234333169400	500.0000	15.0000	6.0000		28.0000	28.0000	1.0000	28.0000	28.0000	28.0000	28.0000	0.1500		28.0000	225.0000	225.0000	True			0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0200	0.0000	0.0000	0.0000	0.0000	0.0000	0.3000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1475E9	365.0000	0.0075	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2343E12	0.0000	1365.0000	1.0000	200.0000	60.0000	360.0000	300.0000	1.0000		5814.0	0.0	0.0	2995.0	0.0	0.0	0.0	0.0	2819.0	0.0	0.0	0.0	0.0	1646.0	0.0	0.0	0.0	0.0	1316.0	0.0	0.0	0.0	0.0	841.0	0.0	0.0	0.0	0.0	2011.0	0.0	0.0	0.0	0.0	1704.0	0.0	0.0	0.0	0.0	2498.0	0.0	0.0	0.0	0.0	1612.0	0.0	0.0	0.0	0.0	3110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5814.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	5699.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	1580.0	0.0	0.0	0.0	0.0	2905.0	0.0	0.0	0.0	0.0	766.0	0.0	0.0	0.0	0.0	405.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	5814.0	1.0	1.0	5814.0	1.0	5814.0	1.0	1.0	5814.0	1.0	5814.0	0.0	1412.0	3926438.0	675.3419332645338	5814.0	0.0	1348.0	235008.0	40.421052631578945	5814.0	0.0	57.0	75424.0	12.972824217406261	5814.0	0.0	10.0	1067.0	0.18352253181974545	5814.0	0.0	3.0	268.0	0.04609563123495012	5814.0	0.0	5.0	334.0	0.057447540419676646	5814.0	0.0	5.0	297.0	0.05108359133126935	5814.0	0.0	2.0	109.0	0.018747850017199863	320.0	0.0	0.0	0.0	0.0	936.0	0.0	0.0	0.0	0.0	895.0	0.0	0.0	0.0	0.0	3663.0	0.0	0.0	0.0	0.0	1277.0	0.0	0.0	0.0	0.0	1328.0	0.0	0.0	0.0	0.0	1992.0	0.0	0.0	0.0	0.0	1217.0	0.0	0.0	0.0	0.0	594.0	0.0	0.0	0.0	0.0	3502.0	0.0	0.0	0.0	0.0	1718.0	0.0	0.0	0.0	0.0	5814.0	0.0	0.0	0.0	0.0	5814.0	1.0	1.0	5814.0	1.0
